dataset,series,x_name,x_value,y_name,y_value,units,n,projection_order,field_order,residual_target_count,small_argument_threshold,small_argument_terms,panel_quad_order,self_panel_quad_order,angular_samples,source_doi,h_over_L,kL,P,beta_deg,notes
amplitude_polar,h/L=0.10,phi_deg,190.01953125,differential_tscs_over_L_db,-13.53268673612079,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.107421875,differential_tscs_over_L_db,-13.53052449741338,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.1953125,differential_tscs_over_L_db,-13.52891534099519,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.283203125,differential_tscs_over_L_db,-13.52787076871625,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.37109375,differential_tscs_over_L_db,-13.52740249793494,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.458984375,differential_tscs_over_L_db,-13.52752246802151,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.546875,differential_tscs_over_L_db,-13.52824284710687,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.634765625,differential_tscs_over_L_db,-13.52957603908671,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.72265625,differential_tscs_over_L_db,-13.53153469089139,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.810546875,differential_tscs_over_L_db,-13.53413170003266,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.8984375,differential_tscs_over_L_db,-13.5373802224387,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,190.986328125,differential_tscs_over_L_db,-13.5412936805891,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.07421875,differential_tscs_over_L_db,-13.5458857719626,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.162109375,differential_tscs_over_L_db,-13.55117047781034,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.25,differential_tscs_over_L_db,-13.5571620722682,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.337890625,differential_tscs_over_L_db,-13.56387513182222,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.42578125,differential_tscs_over_L_db,-13.57132454514201,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.513671875,differential_tscs_over_L_db,-13.57952552329708,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.6015625,differential_tscs_over_L_db,-13.58849361037249,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.689453125,differential_tscs_over_L_db,-13.59824469449953,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.77734375,differential_tscs_over_L_db,-13.60879501931954,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.865234375,differential_tscs_over_L_db,-13.62016119589795,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,191.953125,differential_tscs_over_L_db,-13.63236021510733,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.041015625,differential_tscs_over_L_db,-13.64540946049845,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.12890625,differential_tscs_over_L_db,-13.65932672167934,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.216796875,differential_tscs_over_L_db,-13.67413020822252,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.3046875,differential_tscs_over_L_db,-13.68983856412154,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.392578125,differential_tscs_over_L_db,-13.70647088281875,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.48046875,differential_tscs_over_L_db,-13.72404672282622,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.568359375,differential_tscs_over_L_db,-13.74258612396291,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.65625,differential_tscs_over_L_db,-13.76210962423113,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.744140625,differential_tscs_over_L_db,-13.78263827735631,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.83203125,differential_tscs_over_L_db,-13.80419367101396,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,192.919921875,differential_tscs_over_L_db,-13.82679794576795,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.0078125,differential_tscs_over_L_db,-13.85047381474484,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.095703125,differential_tscs_over_L_db,-13.87524458406811,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.18359375,differential_tscs_over_L_db,-13.90113417407653,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.271484375,differential_tscs_over_L_db,-13.92816714134998,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.359375,differential_tscs_over_L_db,-13.9563687015656,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.447265625,differential_tscs_over_L_db,-13.98576475320516,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.53515625,differential_tscs_over_L_db,-14.0163819021344,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.623046875,differential_tscs_over_L_db,-14.04824748707122,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.7109375,differential_tscs_over_L_db,-14.08138960595858,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.798828125,differential_tscs_over_L_db,-14.11583714325367,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.88671875,differential_tscs_over_L_db,-14.15161979814085,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,193.974609375,differential_tscs_over_L_db,-14.18876811367113,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.0625,differential_tscs_over_L_db,-14.22731350682464,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.150390625,differential_tscs_over_L_db,-14.26728829948429,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.23828125,differential_tscs_over_L_db,-14.30872575030079,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.326171875,differential_tscs_over_L_db,-14.35166008741726,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.4140625,differential_tscs_over_L_db,-14.39612654200931,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.501953125,differential_tscs_over_L_db,-14.44216138258006,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.58984375,differential_tscs_over_L_db,-14.48980194993146,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.677734375,differential_tscs_over_L_db,-14.53908669271101,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.765625,differential_tscs_over_L_db,-14.59005520340686,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.853515625,differential_tscs_over_L_db,-14.64274825463255,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,194.94140625,differential_tscs_over_L_db,-14.69720783550691,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.029296875,differential_tscs_over_L_db,-14.75347718789091,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.1171875,differential_tscs_over_L_db,-14.81160084219111,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.205078125,differential_tscs_over_L_db,-14.87162465238085,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.29296875,differential_tscs_over_L_db,-14.9335958298175,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.380859375,differential_tscs_over_L_db,-14.9975629753507,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.46875,differential_tscs_over_L_db,-15.06357610911819,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.556640625,differential_tscs_over_L_db,-15.13168669730852,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.64453125,differential_tscs_over_L_db,-15.20194767503324,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.732421875,differential_tscs_over_L_db,-15.27441346428963,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.8203125,differential_tscs_over_L_db,-15.34913998580364,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.908203125,differential_tscs_over_L_db,-15.42618466331996,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,195.99609375,differential_tscs_over_L_db,-15.50560641863971,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.083984375,differential_tscs_over_L_db,-15.58746565539589,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.171875,differential_tscs_over_L_db,-15.67182422918848,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.259765625,differential_tscs_over_L_db,-15.7587454012683,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.34765625,differential_tscs_over_L_db,-15.84829377244662,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.435546875,differential_tscs_over_L_db,-15.94053519330613,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.5234375,differential_tscs_over_L_db,-16.03553664607735,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.611328125,differential_tscs_over_L_db,-16.13336609270675,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.69921875,differential_tscs_over_L_db,-16.23409228265483,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.787109375,differential_tscs_over_L_db,-16.3377845127981,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.875,differential_tscs_over_L_db,-16.44451233043791,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,196.962890625,differential_tscs_over_L_db,-16.55434516880516,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.05078125,differential_tscs_over_L_db,-16.66735190255263,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.138671875,differential_tscs_over_L_db,-16.78360030850189,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.2265625,differential_tscs_over_L_db,-16.90315641430211,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.314453125,differential_tscs_over_L_db,-17.02608371461182,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.40234375,differential_tscs_over_L_db,-17.15244223086554,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.490234375,differential_tscs_over_L_db,-17.28228738657169,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.578125,differential_tscs_over_L_db,-17.41566866533745,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.666015625,differential_tscs_over_L_db,-17.55262801337832,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.75390625,differential_tscs_over_L_db,-17.69319794208413,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.841796875,differential_tscs_over_L_db,-17.83739927927844,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,197.9296875,differential_tscs_over_L_db,-17.98523851012856,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.017578125,differential_tscs_over_L_db,-18.13670464035005,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.10546875,differential_tscs_over_L_db,-18.29176550560755,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.193359375,differential_tscs_over_L_db,-18.45036344220881,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.28125,differential_tscs_over_L_db,-18.61241022594608,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.369140625,differential_tscs_over_L_db,-18.77778117920295,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.45703125,differential_tscs_over_L_db,-18.94630834264086,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.544921875,differential_tscs_over_L_db,-19.11777260896702,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.6328125,differential_tscs_over_L_db,-19.29189472534644,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.720703125,differential_tscs_over_L_db,-19.46832509188921,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.80859375,differential_tscs_over_L_db,-19.64663232152611,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.896484375,differential_tscs_over_L_db,-19.82629058809192,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,198.984375,differential_tscs_over_L_db,-20.00666588261931,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.072265625,differential_tscs_over_L_db,-20.18700143188365,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.16015625,differential_tscs_over_L_db,-20.36640271755556,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.248046875,differential_tscs_over_L_db,-20.54382277691552,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.3359375,differential_tscs_over_L_db,-20.71804877054144,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.423828125,differential_tscs_over_L_db,-20.88769116331063,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.51171875,differential_tscs_over_L_db,-21.05117726191045,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.599609375,differential_tscs_over_L_db,-21.20675124160409,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.6875,differential_tscs_over_L_db,-21.35248310436463,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.775390625,differential_tscs_over_L_db,-21.4862891335543,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.86328125,differential_tscs_over_L_db,-21.6059662128578,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,199.951171875,differential_tscs_over_L_db,-21.70924171652473,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.0390625,differential_tscs_over_L_db,-21.79383944210081,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.126953125,differential_tscs_over_L_db,-21.85756022157651,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.21484375,differential_tscs_over_L_db,-21.89837353922569,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.302734375,differential_tscs_over_L_db,-21.91451402560064,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.390625,differential_tscs_over_L_db,-21.90457459076271,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.478515625,differential_tscs_over_L_db,-21.86758679705402,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.56640625,differential_tscs_over_L_db,-21.80307935723521,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.654296875,differential_tscs_over_L_db,-21.71110759312785,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.7421875,differential_tscs_over_L_db,-21.59225008713433,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.830078125,differential_tscs_over_L_db,-21.44757296013814,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,200.91796875,differential_tscs_over_L_db,-21.27856631652783,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.005859375,differential_tscs_over_L_db,-21.08706054281618,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.09375,differential_tscs_over_L_db,-20.87513176371739,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.181640625,differential_tscs_over_L_db,-20.64500572471692,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.26953125,differential_tscs_over_L_db,-20.39896797150782,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.357421875,differential_tscs_over_L_db,-20.13928597272909,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.4453125,differential_tscs_over_L_db,-19.86814636864196,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.533203125,differential_tscs_over_L_db,-19.58760829638681,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.62109375,differential_tscs_over_L_db,-19.29957202316636,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.708984375,differential_tscs_over_L_db,-19.00576100410514,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.796875,differential_tscs_over_L_db,-18.70771492466405,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.884765625,differential_tscs_over_L_db,-18.40679116604365,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,201.97265625,differential_tscs_over_L_db,-18.10417230255393,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.060546875,differential_tscs_over_L_db,-17.80087757285994,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.1484375,differential_tscs_over_L_db,-17.49777666284735,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.236328125,differential_tscs_over_L_db,-17.19560453011053,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.32421875,differential_tscs_over_L_db,-16.89497635071538,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.412109375,differential_tscs_over_L_db,-16.59640196097335,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.5,differential_tscs_over_L_db,-16.30029939737012,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.587890625,differential_tscs_over_L_db,-16.00700731128328,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.67578125,differential_tscs_over_L_db,-15.71679616018245,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.763671875,differential_tscs_over_L_db,-15.42987816311607,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.8515625,differential_tscs_over_L_db,-15.14641606444895,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,202.939453125,differential_tscs_over_L_db,-14.86653078378951,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.02734375,differential_tscs_over_L_db,-14.59030804816878,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.115234375,differential_tscs_over_L_db,-14.31780410973637,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.203125,differential_tscs_over_L_db,-14.0490506522158,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
